genes,logFC,logCPM,PValue,FDR,Annotation
LOC105186664,-0.477091178,-0.905998094,1,1,cytochrome P450 4C1-like isoform X2
LOC105181158,0.395045717,-0.702535944,1,1,sodium channel protein Nach
LOC105189373,0.361612134,-0.707082912,1,1,extensin
LOC105184107,-0.284112977,0.061772297,1,1,putative gustatory receptor 28a
LOC105188094,-0.168206056,-0.839546934,1,1,uncharacterized protein C1orf194
LOC105182430,-0.163626413,-0.528862428,1,1,uncharacterized protein LOC105182430
LOC105185723,0.140338374,0.428496536,1,1,uncharacterized protein LOC105185723
LOC105181588,-0.126076263,-0.270615289,1,1,uncharacterized protein LOC105181588
LOC105189421,0.049366852,2.011338964,1,1,uncharacterized protein LOC105189421
LOC105185469,0.006191688,1.55178619,1,1,uncharacterized protein LOC105185469
LOC105185439,1.823853247,-1.054058924,1,1,odorant receptor 9a-like isoform X2
LOC105184780,1.823741095,-1.054058924,1,1,pro-resilin
LOC105191312,-1.666681385,-0.888456344,1,1,odorant receptor 9a-like
LOC112588631,-0.890090204,-0.976020839,1,1,uncharacterized protein LOC112588631
LOC105192100,0.776762173,-0.546017224,1,1,uncharacterized protein LOC105192100
LOC112589959,-0.571378332,-0.645506474,1,1,uncharacterized protein LOC112589959 isoform X1
LOC105189386,-0.534576281,-0.910511746,1,1,cuticle protein 19
LOC105180907,0.493648279,-0.693640013,1,1,acyl-CoA Delta(11) desaturase isoform X2
LOC105188331,-0.174307745,-0.087937823,1,1,odorant receptor 13a-like
LOC105185595,-0.163013223,-0.243247996,1,1,ankyrin repeat domain-containing protein 6
LOC105180782,-0.156158101,-0.531250741,1,1,odorant receptor Or2-like
LOC105191882,0.115725598,0.241812997,1,1,nose resistant to fluoxetine protein 6
LOC105183888,0.100731222,1.511537369,1,1,"uncharacterized protein LOC105183888, partial"
LOC105190276,0.077062629,0.21630906,1,1,uncharacterized protein LOC105190276
LOC112590080,0.072892663,-0.028181246,1,1,histone-lysine N-methyltransferase SETMAR-like
LOC109504705,0.05576061,1.703965842,1,1,TNF receptor-associated factor 2
LOC105180852,-0.027278301,1.367696991,1,1,tetraspanin-17
LOC105190584,-0.014071611,0.196173842,1,1,uncharacterized protein LOC105190584
LOC105183201,0.007795178,2.239240441,1,1,aminoacylase-1A
LOC112590788,0.001155724,0.588200101,1,1,uncharacterized protein LOC112590788 isoform X3
LOC105189398,2.232395159,-0.980077793,1,1,uncharacterized protein LOC105189398
LOC105191256,2.232199772,-0.980069872,1,1,ATP-binding cassette sub-family A member 3
LOC112590505,2.232194508,-0.980069872,1,1,UDP-glucuronosyltransferase 2B9-like isoform X1
LOC105188365,2.189484644,-0.984650807,1,1,odorant receptor 85b isoform X2
LOC112588979,2.131619004,-0.989212778,1,1,lysine-rich arabinogalactan protein 19-like
LOC105182649,1.846057617,-1.051975537,1,1,protein takeout
LOC112588833,1.832825718,-1.054050958,1,1,uncharacterized protein LOC112588833
LOC105187089,1.800225895,-1.056593088,1,1,acidic proline-rich protein PRP25-like
LOC105189588,1.776477874,-1.058678758,1,1,uncharacterized protein LOC105189588
LOC112590523,1.723261877,-1.063279243,1,1,uncharacterized protein LOC112590523
LOC105191902,1.722565328,-1.063279243,1,1,uncharacterized protein LOC105191902 isoform X1
LOC105188343,1.209685317,-1.135022562,1,1,odorant receptor 67c-like isoform X2
LOC112588677,1.20937875,-1.135022562,1,1,protein ALP1-like
LOC105187806,1.209230781,-1.135022562,1,1,sodium-coupled monocarboxylate transporter 1
LOC105185069,1.179132675,-1.137117506,1,1,uncharacterized protein LOC105185069
LOC112589816,1.178969489,-1.137117506,1,1,protein ALP1-like
LOC112589160,1.17894094,-1.137109515,1,1,uncharacterized protein LOC112589160
LOC105189164,1.178892411,-1.137109515,1,1,odorant receptor 13a
LOC105189932,1.178772579,-1.137109515,1,1,glutamyl aminopeptidase-like isoform X2
LOC105184457,1.178699798,-1.137109515,1,1,odorant receptor 4-like
LOC112589613,1.178658736,-1.137109515,1,1,putative nuclease HARBI1 isoform X1
LOC105180807,-0.986504302,-0.761173833,1,1,odorant receptor Or2 isoform X2
LOC112589888,-0.986503774,-0.761173833,1,1,uncharacterized protein LOC112589888
LOC105187096,0.475621315,-0.69401795,1,1,homeotic protein caudal
LOC105189478,-0.464628203,-0.634575269,1,1,zinc finger protein 512B isoform X3
LOC105185517,-0.271108928,-0.127986176,1,1,odorant receptor 43a-like isoform X2
LOC105182116,0.212793838,-0.760625566,1,1,uncharacterized protein LOC105182116
LOC105187783,0.155027854,-0.144576484,1,1,odorant receptor 4-like
LOC105182853,-0.149172219,0.870967202,1,1,sodium-dependent nutrient amino acid transporter 1 isoform X2
LOC112588648,-0.120254673,0.586762853,1,1,uncharacterized protein LOC112588648 isoform X2
LOC105185629,-0.119603928,0.34184053,1,1,odorant receptor 43a-like
LOC105184321,-0.096906902,0.996972374,1,1,uncharacterized protein LOC105184321
LOC105189053,0.081164258,-0.465450768,1,1,uncharacterized protein LOC105189053
LOC105185353,-0.027301634,2.914298877,1,1,ATP-binding cassette sub-family G member 4
LOC105185045,-0.003388244,4.361988996,1,1,ras suppressor protein 1 isoform X2
LOC105187616,2.232558226,-0.980061951,1,1,uncharacterized protein LOC105187616 isoform X1
LOC112590487,2.232557541,-0.980061951,1,1,histone-lysine N-methyltransferase SETMAR-like
LOC112588614,2.210138256,-0.982574249,1,1,uncharacterized protein LOC112588614
LOC105183317,1.84615122,-1.051967561,1,1,uncharacterized protein LOC105183317 isoform X1
LOC105183316,1.832861784,-1.054050958,1,1,uncharacterized protein LOC105183316 isoform X1
LOC105188295,1.832854456,-1.05406689,1,1,homeobox protein BarH-like 2
LOC109504491,1.823959615,-1.054058924,1,1,uncharacterized protein LOC109504491
LOC112589370,1.800288544,-1.056593088,1,1,uncharacterized protein LOC112589370
LOC112589813,1.80023421,-1.056593088,1,1,putative uncharacterized protein FLJ37770
LOC109504052,1.800221074,-1.056593088,1,1,uncharacterized protein LOC109504052
LOC105192546,1.776736284,-1.058670813,1,1,odorant receptor 4-like
LOC105180639,1.722829661,-1.063279243,1,1,uncharacterized protein LOC105180639
LOC112589333,-1.459624053,-1.047907826,1,1,uncharacterized protein LOC112589333
LOC105182996,1.209495937,-1.135022562,1,1,uncharacterized protein LOC105182996
LOC112588055,1.209394869,-1.135022562,1,1,uncharacterized protein LOC112588055
LOC112589896,1.208260411,-1.135022562,1,1,uncharacterized protein LOC112589896
LOC105181503,1.179148956,-1.137109515,1,1,uncharacterized protein LOC105181503
LOC105182683,1.179078666,-1.137117506,1,1,uncharacterized protein LOC105182683
LOC112589589,1.179052803,-1.137117506,1,1,uncharacterized protein LOC112589589
LOC112589249,1.178980459,-1.137117506,1,1,uncharacterized protein LOC112589249
LOC105183332,1.17891588,-1.137117506,1,1,short transient receptor potential channel 4
LOC112590640,1.178765804,-1.137109515,1,1,WAS/WASL-interacting protein family member 2-like
LOC105184826,-0.967310706,-0.758742091,1,1,uncharacterized protein LOC105184826
LOC105188364,-0.844395603,-0.97138512,1,1,odorant receptor 22c-like isoform X2
LOC105188366,0.829332156,-0.541580784,1,1,odorant receptor 82a-like
LOC112589099,0.753146381,-0.588063513,1,1,uncharacterized protein LOC112589099
LOC109504620,0.718717644,-0.592341476,1,1,"LOW QUALITY PROTEIN: putative uncharacterized protein DDB_G0271982, partial"
LOC105191788,0.5953146,-0.643051608,1,1,trypsin 5G1
LOC105183865,-0.534626128,-0.910511746,1,1,fatty acid synthase-like isoform X1
LOC109503638,0.476063103,-0.656375279,1,1,odorant receptor Or2-like
LOC112589371,0.402185098,-0.326914564,1,1,uncharacterized protein LOC112589371
LOC112588288,-0.228725649,-0.098222196,1,1,uncharacterized protein LOC112588288
LOC105189586,0.22309479,-0.760617687,1,1,uncharacterized protein LOC105189586
LOC109504529,-0.120675676,0.134817951,1,1,uncharacterized protein LOC109504529 isoform X2
LOC105181213,0.111394797,0.546247025,1,1,trichohyalin
LOC105186053,-0.092393651,0.306635252,1,1,B9 domain-containing protein 1
LOC105189321,-0.032521442,2.404207956,1,1,acylphosphatase-1
Trehalase,-0.013379457,1.345817959,1,1,trehalase
LOC105185868,-0.012835092,1.554928533,1,1,uncharacterized protein LOC105185868 isoform X1
LOC105191086,-0.003626039,5.353256364,1,1,mannose-1-phosphate guanyltransferase beta isoform X1
LOC112589731,-0.415511208,-0.89933729,1,1,uncharacterized protein LOC112589731
LOC112589879,0.303834887,0.225555563,1,1,protein ANTAGONIST OF LIKE HETEROCHROMATIN PROTEIN 1-like
LOC105184182,-0.286012287,-0.579561941,1,1,uncharacterized protein LOC105184182
LOC105189070,-0.27609253,0.042256665,1,1,putative nuclease HARBI1
LOC105180900,0.246949833,-0.758275493,1,1,putative aminopeptidase-2
LOC105182270,0.168370567,0.306909376,1,1,uncharacterized protein LOC105182270 isoform X1
LOC105189831,0.107181252,0.830975344,1,1,neprilysin-11 isoform X2
LOC105187878,-0.097703049,0.44200927,1,1,uncharacterized protein LOC105187878
LOC105181328,0.076419508,0.813200051,1,1,ropporin-1-like protein isoform X1
LOC105186839,-0.06115507,0.624823068,1,1,uncharacterized protein LOC105186839 isoform X2
LOC105190897,0.051378894,1.878915269,1,1,homeobox protein Nkx-6.1
LOC105186003,0.049692525,1.626879196,1,1,serine protease 48
LOC109503599,0.046101161,1.808757569,1,1,putative fatty acyl-CoA reductase CG5065
LOC105186163,0.042617755,1.34157693,1,1,mucin-19
LOC112589960,0.025370504,3.069183114,1,1,uncharacterized protein LOC112589960
LOC105189753,-0.014910427,3.27176429,1,1,MICOS complex subunit Mic10
LOC105192595,0.011306997,4.689151895,1,1,F-box/LRR-repeat protein 21
LOC105186875,-0.004449001,4.979104688,1,1,equilibrative nucleoside transporter 1
LOC105188526,0.001351317,4.679655389,1,1,proteolipid protein DM beta isoform X2
LOC105190208,-0.001341172,3.47083078,1,1,uncharacterized protein LOC105190208
LOC105181924,2.232560625,-0.980061951,1,1,uncharacterized protein LOC105181924
LOC105189611,2.232393067,-0.980077793,1,1,glycine-rich cell wall structural protein 1.8-like
LOC105182876,2.232200469,-0.980069872,1,1,leucine-rich repeat neuronal protein 2
LOC112590518,2.21020923,-0.982574249,1,1,zinc finger MYM-type protein 5-like
LOC112589929,2.210151141,-0.982574249,1,1,uncharacterized protein LOC112589929
LOC105190898,1.846281515,-1.051975537,1,1,odorant receptor 4-like
LOC105187900,1.846247317,-1.051975537,1,1,odorant receptor 22c-like isoform X2
LOC105190431,1.776479473,-1.058678758,1,1,acyl-CoA Delta(11) desaturase
LOC112590205,1.722841257,-1.063279243,1,1,uncharacterized protein LOC112590205
LOC105188783,1.722589801,-1.063279243,1,1,protein ALP1-like
LOC105186029,1.209717963,-1.135022562,1,1,odorant receptor 4 isoform X1
LOC112588971,1.208750784,-1.135022562,1,1,uncharacterized protein LOC112588971
LOC112589698,1.179298386,-1.137109515,1,1,luciferin 4-monooxygenase-like
LOC112590577,1.179274873,-1.137117506,1,1,uncharacterized protein LOC112590577
LOC112588057,1.179201129,-1.137109515,1,1,acyl-CoA Delta(11) desaturase-like
LOC112589892,1.179181917,-1.137117506,1,1,uncharacterized protein LOC112589892
LOC112589897,1.179144183,-1.137117506,1,1,uncharacterized protein LOC112589897
LOC105185056,1.179133441,-1.137117506,1,1,uncharacterized protein LOC105185056
LOC109503737,1.179128536,-1.137117506,1,1,uncharacterized protein LOC109503737
LOC105184297,1.17911914,-1.137109515,1,1,uncharacterized protein LOC105184297
LOC112589823,1.178896473,-1.137109515,1,1,uncharacterized protein F54H12.2-like
LOC105185609,1.178801841,-1.137109515,1,1,lipase 3 isoform X2
LOC105189245,-0.967658474,-0.758729507,1,1,uncharacterized protein LOC105189245
LOC112590580,-0.891392694,-0.975992993,1,1,fatty acid synthase-like
LOC112589934,-0.824375518,-0.969210702,1,1,uncharacterized protein LOC112589934
LOC112589930,-0.824248538,-0.969210702,1,1,uncharacterized protein LOC112589930
LOC105185637,0.612095016,-0.641002658,1,1,uncharacterized protein LOC105185637
LOC105191537,0.573874509,-0.645013761,1,1,heart- and neural crest derivatives-expressed protein 1
LOC112588487,0.566652376,-0.647534709,1,1,uncharacterized protein LOC112588487
LOC112590052,-0.540540147,-0.91043132,1,1,uncharacterized protein LOC112590052
LOC105188656,-0.457597999,-0.903899578,1,1,retinol dehydrogenase 11 isoform X1
LOC105187836,-0.456417223,-0.903927443,1,1,angiotensin-converting enzyme isoform X1
LOC112588538,0.24175413,-0.410434922,1,1,uncharacterized protein LOC112588538
LOC112590546,-0.238133963,-0.844015298,1,1,elongation of very long chain fatty acids protein AAEL008004-like isoform X1
LOC105180774,-0.225965282,0.497739979,1,1,KIF1-binding protein homolog
LOC105180593,0.216000289,-0.414492156,1,1,uncharacterized protein LOC105180593
LOC105186541,-0.089794595,0.597451946,1,1,serine protease 41 isoform X1
LOC105189869,0.018125006,2.533874323,1,1,U6 snRNA-associated Sm-like protein LSm6
LOC105188962,0.001704863,1.756303422,1,1,"acyl-CoA synthetase short-chain family member 3, mitochondrial isoform X1"
LOC105192105,-2.665982545,-1.133053619,1,1,uncharacterized protein LOC105192105
LOC105188324,-2.665958483,-1.133053619,1,1,odorant receptor 24a-like isoform X2
LOC105191803,2.232561776,-0.980061951,1,1,acyl-CoA Delta(11) desaturase-like
LOC109503634,2.232395636,-0.980077793,1,1,odorant receptor 43a-like
LOC112590392,2.232389383,-0.980077793,1,1,fatty acid synthase-like
LOC105184875,2.232201839,-0.980069872,1,1,thioredoxin domain-containing protein 12
LOC105182907,2.232200094,-0.980069872,1,1,histone H2A
LOC105186977,2.232199631,-0.980069872,1,1,histidine-rich glycoprotein
LOC112590741,2.210255537,-0.982574249,1,1,uncharacterized protein LOC112590741
LOC105183943,2.21020562,-0.982574249,1,1,"protein PET117 homolog, mitochondrial"
LOC105185415,2.189671265,-0.984642906,1,1,LOW QUALITY PROTEIN: uncharacterized protein LOC105185415
LOC112590669,2.18966789,-0.984642906,1,1,uncharacterized protein F54H12.2-like
LOC112590390,2.189526555,-0.984650807,1,1,uncharacterized protein LOC112590390
LOC105191520,2.189479655,-0.984650807,1,1,carboxypeptidase B
LOC109503636,2.189418169,-0.984650807,1,1,odorant receptor 43a-like
LOC112589413,2.189354309,-0.984650807,1,1,uncharacterized protein LOC112589413
LOC105188021,2.18934193,-0.984642906,1,1,uncharacterized protein LOC105188021
LOC105192266,2.189312092,-0.984650807,1,1,chymotrypsin-1-like
LOC105184289,2.189307878,-0.984642906,1,1,uncharacterized protein LOC105184289
LOC105191281,2.189302897,-0.984650807,1,1,uncharacterized protein LOC105191281
LOC105192522,2.189302094,-0.984642906,1,1,odorant receptor 2a-like isoform X2
LOC109504126,2.132043831,-0.989212778,1,1,uncharacterized protein LOC109504126
LOC105192630,2.131905166,-0.989212778,1,1,histone-lysine N-methyltransferase SETMAR-like
LOC105180804,2.131654948,-0.989212778,1,1,odorant receptor Or2-like
LOC105186976,2.131397886,-0.989212778,1,1,uncharacterized protein K02A2.6-like
LOC112589387,1.846237024,-1.051967561,1,1,caldesmon-like
LOC105188931,1.846137079,-1.051975537,1,1,transcription factor 21
LOC105192597,1.845988673,-1.051975537,1,1,odorant receptor 13a-like
LOC105188862,1.845940297,-1.051975537,1,1,zinc finger Y-chromosomal protein 1
LOC105182576,1.845937771,-1.051975537,1,1,uncharacterized protein LOC105182576
LOC105188674,1.845819557,-1.051975537,1,1,venom allergen 3-like
LOC105192088,1.845817154,-1.051975537,1,1,uncharacterized protein LOC105192088
LOC112590086,1.833102824,-1.05406689,1,1,U4/U6 small nuclear ribonucleoprotein Prp31-like
LOC105190905,1.833095304,-1.05406689,1,1,uncharacterized protein LOC105190905
LOC112589021,1.833091268,-1.05406689,1,1,"putative uncharacterized protein DDB_G0271982, partial"
LOC105189467,1.832797898,-1.05406689,1,1,"cGMP-dependent protein kinase, isozyme 1"
LOC112590019,1.832771843,-1.054050958,1,1,endoplasmic reticulum-Golgi intermediate compartment protein 3 isoform X1
LOC105186048,1.832739331,-1.054050958,1,1,uncharacterized protein LOC105186048
LOC105185790,1.832707778,-1.054050958,1,1,uncharacterized protein LOC105185790
LOC109504626,1.832667289,-1.054050958,1,1,odorant receptor 4-like
LOC112588421,1.824073842,-1.054058924,1,1,Golgi-associated plant pathogenesis-related protein 1-like
LOC105189363,1.824057989,-1.054058924,1,1,mantle protein
LOC105191255,1.82402898,-1.054058924,1,1,uncharacterized protein LOC105191255
LOC105182009,1.823990732,-1.054058924,1,1,hydrocephalus-inducing protein
LOC105189844,1.823888341,-1.054058924,1,1,uncharacterized protein LOC105189844
LOC112590376,1.823750791,-1.054058924,1,1,fatty acid synthase-like
LOC105188740,1.800322012,-1.056593088,1,1,uncharacterized protein LOC105188740
LOC105188868,1.800299402,-1.056593088,1,1,histone-lysine N-methyltransferase SETMAR-like
LOC105185078,1.800236217,-1.056593088,1,1,uncharacterized protein LOC105185078
LOC112589354,1.776941117,-1.058670813,1,1,fatty acid synthase-like
LOC105186414,1.776896338,-1.058670813,1,1,uncharacterized protein LOC105186414
LOC105182099,1.776881778,-1.058670813,1,1,uncharacterized protein LOC105182099
LOC105189246,1.776858037,-1.058670813,1,1,uncharacterized protein LOC105189246
LOC112588683,1.776829434,-1.058670813,1,1,uncharacterized protein F54H12.2-like
LOC112589553,1.77681969,-1.058670813,1,1,"uncharacterized protein LOC112589553, partial"
LOC112589464,1.776808818,-1.058670813,1,1,SH3 domain-containing protein C23A1.17-like
LOC105191252,1.776795597,-1.058670813,1,1,LOW QUALITY PROTEIN: odorant receptor 13a
LOC105189365,1.776788646,-1.058670813,1,1,uncharacterized protein LOC105189365
LOC109504594,1.776787291,-1.058670813,1,1,mulatexin-like
LOC105191503,1.776780602,-1.058670813,1,1,putative odorant receptor 92a
LOC112588363,1.776777437,-1.058670813,1,1,putative uncharacterized protein FLJ37770
LOC105189659,1.776769913,-1.058670813,1,1,odorant receptor Or1
LOC109503870,1.776753111,-1.058670813,1,1,uncharacterized protein LOC109503870
LOC105183756,1.776749978,-1.058670813,1,1,solute carrier family 23 member 1
LOC112590579,1.776711607,-1.058670813,1,1,histone-lysine N-methyltransferase SETMAR-like
LOC109504396,1.776695914,-1.058670813,1,1,histone-lysine N-methyltransferase SETMAR-like
LOC105191534,1.776639512,-1.058678758,1,1,transmembrane protease serine 9
LOC112590291,1.776634972,-1.058678758,1,1,uncharacterized protein LOC112590291
LOC112590178,1.776633365,-1.058678758,1,1,uncharacterized protein LOC112590178
LOC105187103,1.776613514,-1.058678758,1,1,nose resistant to fluoxetine protein 6-like
LOC105192282,1.776577386,-1.058678758,1,1,uncharacterized protein LOC105192282
LOC112589158,1.776553823,-1.058678758,1,1,uncharacterized protein LOC112589158 isoform X1
LOC105187894,1.776551951,-1.058678758,1,1,odorant receptor 4-like
LOC112588922,1.776549882,-1.058678758,1,1,histone-lysine N-methyltransferase SETMAR-like
LOC105188252,1.776536062,-1.058678758,1,1,LOW QUALITY PROTEIN: adenylate cyclase type 10-like
LOC105190869,1.77653568,-1.058678758,1,1,uncharacterized protein LOC105190869
LOC105191536,1.776512333,-1.058678758,1,1,piggyBac transposable element-derived protein 4
LOC112588597,1.776491062,-1.058678758,1,1,calponin homology domain-containing protein DDB_G0272472-like
LOC112590506,1.72327896,-1.063279243,1,1,UDP-glucuronosyltransferase 2B9-like
LOC112590544,1.723227431,-1.063279243,1,1,uncharacterized protein LOC112590544
LOC112590598,1.723054822,-1.063279243,1,1,uncharacterized protein LOC112590598
LOC105190727,1.723019195,-1.063279243,1,1,selenocysteine methyltransferase
LOC105180867,1.722894087,-1.063279243,1,1,"glycine-rich protein 23, partial"
LOC112590262,1.72288304,-1.063279243,1,1,uncharacterized protein LOC112590262
LOC105191309,1.722810911,-1.063279243,1,1,odorant receptor 22c-like
LOC105190587,1.722738188,-1.063279243,1,1,tctex1 domain-containing protein 1
LOC112588702,1.722731507,-1.063279243,1,1,uncharacterized protein LOC112588702
LOC105191500,1.722713042,-1.063279243,1,1,putative odorant receptor 92a
LOC112589271,1.722675256,-1.063279243,1,1,uncharacterized protein LOC112589271
LOC105190937,1.722673911,-1.063279243,1,1,uncharacterized protein LOC105190937
LOC112589001,1.722662869,-1.063279243,1,1,uncharacterized protein LOC112589001
LOC105188346,1.722608314,-1.063279243,1,1,odorant receptor 4-like isoform X2
LOC105188513,1.722548357,-1.063279243,1,1,aquaporin AQPAe.a
LOC109504035,1.722534602,-1.063279243,1,1,uncharacterized protein LOC109504035
LOC105192275,1.722495849,-1.063279243,1,1,uncharacterized protein LOC105192275
LOC112589380,1.722390633,-1.063279243,1,1,uncharacterized protein LOC112589380
LOC112588680,-1.26056307,-0.821850715,1,1,uncharacterized protein LOC112588680
LOC105188356,-1.232009029,-0.819547294,1,1,uncharacterized protein LOC105188356
LOC105188555,1.209981802,-1.135022562,1,1,uncharacterized protein LOC105188555
LOC112590667,1.209834666,-1.135022562,1,1,histone-lysine N-methyltransferase SETMAR-like
LOC112590678,1.209765334,-1.135022562,1,1,DEAD-box ATP-dependent RNA helicase 42-like
LOC112590686,1.209603904,-1.135022562,1,1,uncharacterized protein LOC112590686
LOC105183155,1.209479453,-1.135022562,1,1,uncharacterized protein LOC105183155 isoform X2
LOC112588125,1.209461275,-1.135022562,1,1,uncharacterized protein LOC112588125 isoform X2
LOC105189381,1.209417501,-1.135022562,1,1,uncharacterized protein LOC105189381
LOC112588674,1.209360588,-1.135022562,1,1,uncharacterized protein LOC112588674
LOC112588830,1.209144837,-1.135022562,1,1,protein ALP1-like
LOC112588851,1.20903117,-1.135022562,1,1,"dynein assembly factor 3, axonemal-like"
LOC112588899,1.208941237,-1.135022562,1,1,"required for respiratory growth protein 9, mitochondrial-like"
LOC105186430,1.208809632,-1.135022562,1,1,glycine-rich cell wall structural protein 1.8
LOC112589289,1.208587357,-1.135022562,1,1,uncharacterized protein LOC112589289
LOC105186379,1.208527272,-1.135022562,1,1,major royal jelly protein 1
LOC112589877,1.208379138,-1.135022562,1,1,uncharacterized protein LOC112589877
LOC105184163,1.208238059,-1.135022562,1,1,anosmin-1
LOC105192097,1.208182613,-1.135022562,1,1,uncharacterized protein LOC105192097
LOC105190453,1.208148196,-1.135022562,1,1,putative fatty acyl-CoA reductase CG5065
LOC112588046,1.208001003,-1.135022562,1,1,uncharacterized protein LOC112588046
LOC105190309,1.207957405,-1.135022562,1,1,probable serine/threonine-protein kinase tsuA
LOC112590199,1.20782955,-1.135022562,1,1,uncharacterized protein LOC112590199
LOC105181258,1.179303329,-1.137117506,1,1,uncharacterized protein LOC105181258
LOC105192429,1.179291355,-1.137109515,1,1,uncharacterized protein LOC105192429
LOC105184956,1.17927373,-1.137117506,1,1,RING finger protein 212B
LOC105191103,1.179268017,-1.137117506,1,1,uncharacterized aarF domain-containing protein kinase 2
LOC112590659,1.179267563,-1.137109515,1,1,uncharacterized protein LOC112590659
LOC105182696,1.179263688,-1.137109515,1,1,endocuticle structural glycoprotein SgAbd-2
LOC105188623,1.179259218,-1.137117506,1,1,fatty acid synthase-like
LOC105192079,1.179254414,-1.137117506,1,1,zinc finger protein 567
LOC105180810,1.179237563,-1.137117506,1,1,odorant receptor 43a-like
LOC105192103,1.179234483,-1.137117506,1,1,uncharacterized protein LOC105192103
LOC109503963,1.179229086,-1.137117506,1,1,uncharacterized protein LOC109503963
LOC112589984,1.179221918,-1.137117506,1,1,uncharacterized protein LOC112589984
LOC105187614,1.179221201,-1.137117506,1,1,uncharacterized protein LOC105187614
LOC112590093,1.17921112,-1.137117506,1,1,NADPH--cytochrome P450 reductase-like
LOC109504397,1.179209804,-1.137117506,1,1,uncharacterized protein LOC109504397
LOC105191808,1.179190602,-1.137109515,1,1,uncharacterized protein LOC105191808
LOC112588324,1.179163547,-1.137117506,1,1,uncharacterized protein LOC112588324
LOC105187961,1.179160616,-1.137117506,1,1,"cytochrome b-c1 complex subunit Rieske, mitochondrial"
LOC112588651,1.179119394,-1.137117506,1,1,uncharacterized protein LOC112588651
LOC112588966,1.179116197,-1.137117506,1,1,putative nuclease HARBI1
LOC112588302,1.179111492,-1.137109515,1,1,uncharacterized protein LOC112588302
LOC112588808,1.179093828,-1.137109515,1,1,uncharacterized protein LOC112588808
LOC112589537,1.179086035,-1.137117506,1,1,glutamyl aminopeptidase-like
LOC112589481,1.179084058,-1.137117506,1,1,uncharacterized protein LOC112589481
LOC112588798,1.179083577,-1.137109515,1,1,uncharacterized protein LOC112588798
LOC112589811,1.179083525,-1.137117506,1,1,golgin subfamily A member 6-like protein 6
LOC105187131,1.179075399,-1.137117506,1,1,adenylate kinase isoenzyme 1
LOC105183620,1.179039849,-1.137117506,1,1,odorant receptor Or2
LOC112589115,1.179007328,-1.137117506,1,1,androglobin-like
LOC112589444,1.178997357,-1.137117506,1,1,"NADPH--cytochrome P450 reductase-like, partial"
LOC105188867,1.178984695,-1.137117506,1,1,uncharacterized protein LOC105188867
LOC105180557,1.178967655,-1.137117506,1,1,U4/U6 small nuclear ribonucleoprotein Prp31
LOC105188904,1.178962921,-1.137109515,1,1,cytochrome P450 9e2
LOC109503859,1.178940875,-1.137117506,1,1,uncharacterized protein LOC109503859
LOC112589798,1.178919466,-1.137117506,1,1,uncharacterized protein LOC112589798
LOC112589318,1.178916522,-1.137117506,1,1,uncharacterized protein LOC112589318
LOC105181088,1.178895926,-1.137117506,1,1,lactase-phlorizin hydrolase
LOC112589230,1.178883541,-1.137109515,1,1,uncharacterized protein F54H12.2-like
LOC112589849,1.178854314,-1.137109515,1,1,phospholipase A1 member A-like
LOC105184307,1.178845031,-1.137109515,1,1,uncharacterized protein LOC105184307
LOC112590418,1.178829473,-1.137109515,1,1,uncharacterized protein LOC112590418
LOC105189675,1.178793327,-1.137109515,1,1,lipase member H-B
LOC112590327,1.178792004,-1.137109515,1,1,probable serine/threonine-protein kinase atr1
LOC105185775,1.178770882,-1.137109515,1,1,organic cation transporter protein
LOC105185034,1.178762862,-1.137109515,1,1,uncharacterized protein LOC105185034
LOC105188023,1.178750783,-1.137109515,1,1,mediator of RNA polymerase II transcription subunit 15-like isoform X2
LOC112589820,1.178691217,-1.137109515,1,1,uncharacterized protein F54H12.2-like
LOC105186676,1.118018061,-1.141757352,1,1,extensin-2
LOC105187777,1.117999135,-1.141757352,1,1,uncharacterized protein LOC105187777
LOC105187756,1.117931568,-1.141757352,1,1,uncharacterized protein LOC105187756
LOC105185625,1.117847461,-1.141757352,1,1,uncharacterized protein LOC105185625
LOC112589978,1.117790643,-1.141757352,1,1,uncharacterized protein LOC112589978
LOC112589928,1.117780273,-1.141757352,1,1,uncharacterized protein LOC112589928
LOC109504016,1.117714147,-1.141757352,1,1,uncharacterized protein LOC109504016
LOC112589971,1.117689688,-1.141757352,1,1,uncharacterized protein LOC112589971
LOC112589948,1.117627268,-1.141757352,1,1,uncharacterized protein LOC112589948 isoform X1
LOC105185189,1.117615889,-1.141757352,1,1,uncharacterized protein LOC105185189
LOC105192553,1.117584434,-1.141757352,1,1,odorant receptor 4-like
LOC112590123,1.11757723,-1.141757352,1,1,uncharacterized protein LOC112590123
LOC112589448,1.117556061,-1.141757352,1,1,uncharacterized protein LOC112589448 isoform X3
LOC112589843,1.11751502,-1.141757352,1,1,uncharacterized protein LOC112589843
LOC112589474,1.117510982,-1.141757352,1,1,"cytochrome P450 4C1-like, partial"
LOC105182572,1.117510901,-1.141757352,1,1,cytochrome b-c1 complex subunit 7
LOC105180716,1.117501528,-1.141757352,1,1,uncharacterized protein LOC105180716
LOC105185437,1.117501148,-1.141757352,1,1,protein L-Myc-1-B isoform X1
LOC105192274,1.117498254,-1.141757352,1,1,uncharacterized protein LOC105192274
LOC112588080,1.117486044,-1.141757352,1,1,uncharacterized protein LOC112588080 isoform X2
